policy,risk_coverage_auc,regret_coverage_auc,utility_coverage_auc,failure_rate_at_50pct,mean_selection_gain_at_50pct,mean_selection_regret_at_50pct,worst_quintile_gain_at_50pct,tasks
always_best,0.01171362162741473,0.06699841207405874,0.47676352604034905,0.0,0.5090546009347166,0.04789077715532583,0.2408470117187349,36
oracle,0.0,0.0,0.9557290019678731,0.0,1.061580691366194,0.0,0.6740775259926632,36
random,0.10478732952870884,0.29730429551590626,0.30299823986759733,0.16666666666666666,0.26070025329360874,0.37209308097804306,-0.32763000295424394,36
score_dispersion,0.021814631728424832,0.2288109212230877,0.5807844548094571,0.05555555555555555,0.6263960996713471,0.24543889458584317,-0.0028006044102552308,36
variantshift,0.05793967526726147,0.13435040707583157,0.5628001113280217,0.05555555555555555,0.603323228774865,0.13189769002201204,0.09238832736318323,36
