model,calibration_method,n_proteins,mean_spearman,mean_top_recall,mean_selection_gain_sd,mean_observed_coverage,mean_position_coverage_mean,mean_mean_interval_width
cross_protein_histgb,mondrian_substitution,169,0.5309496112627491,0.21338317030924225,0.7152121784574269,0.8089656375238778,0.8061048468355291,0.6638726731172648
cross_protein_histgb,standard_split,169,0.5309496112627491,0.21338317030924225,0.7152121784574269,0.8094573754875813,0.8065315656730531,0.6640822236383542
cross_protein_ridge,mondrian_substitution,169,0.5121739712253413,0.20987677660715404,0.6758194632549572,0.8055993867553994,0.8020212940537704,0.6759380629237991
cross_protein_ridge,standard_split,169,0.5121739712253413,0.20987677660715404,0.6758194632549572,0.8057452447132382,0.801938340937822,0.6761032163197286
