candidate_policy,feasible,regret_auc_improvement,risk_auc_improvement,utility_auc_improvement,regret_improvement_at_50pct,risk_improvement_at_50pct,mean_gain_change_at_50pct
blend_0.5,True,-0.0037084115829612435,0.002041059957726624,0.02332720319331738,-0.006781649460515168,0.004329004329004329,0.029005021479919457
blend_1.0,True,0.01802259292229303,0.003198884448884449,0.01755672486667692,0.022555459822710983,0.004329004329004329,0.027365924143015197
blend_1.5,True,0.023078066633938847,0.00367965367965368,0.008942774519065666,0.029374445464847382,0.004329004329004329,0.008258098134668046
blend_2.0,True,0.024677643820158975,0.00367965367965368,0.0035081285731661804,0.035985037206426165,0.004329004329004329,-0.001361127319611799
harm_gain_all,True,0.02169061810943352,0.00367965367965368,0.006117760550980678,0.02373969183473263,0.004329004329004329,0.005411577933234546
harm_gain_meta,True,0.015975111954568272,0.00367965367965368,0.00831140501719585,0.021262119354816256,0.004329004329004329,0.010147215341076321
harm_gain_shape,True,0.022874211343663187,0.00367965367965368,0.004692594923715543,0.02687807273704647,0.004329004329004329,-0.0035870357166184474
pure_regret,False,0.022239564044432232,0.00367965367965368,-0.018780132265513783,0.027054679663505957,0.004329004329004329,-0.012200171276158134
