target,model,n_seeds,spearman_gap_mean,spearman_gap_std,spearman_gap_min,spearman_gap_p05,spearman_gap_p95,spearman_gap_max,coverage_gap_mean,coverage_gap_std,coverage_gap_min,coverage_gap_p05,coverage_gap_p95,coverage_gap_max
log_ec50_prot_Sal10,additive_ridge,10,0.3932860025395911,0.060964904242515154,0.31568470497069673,0.3182549365353961,0.4771742254461381,0.48654213899892634,0.13996440911823482,0.03347113933340727,0.1121239867244831,0.11307395621829405,0.19407005916325681,0.22071821216012966
log_ec50_prot_Sal10,biophysical_ridge,10,0.2137827337071369,0.06300857021999941,0.11914041075990633,0.12860922362797106,0.2905543690753688,0.29451309298629186,-0.0009215533902959594,0.027325692147926052,-0.03613459887688841,-0.03223864981471802,0.03734211682786475,0.04430578759741033
log_ec50_prot_Sal10,mean,10,0.0,0.0,0.0,0.0,0.0,0.0,0.01075275302683396,0.028484217667513228,-0.03712640214169116,-0.03358071945031204,0.050263805155789196,0.05715427657873706
log_ec50_prot_Sal25,additive_ridge,10,0.37348548889049926,0.06285993307441351,0.2863735104616827,0.2879475056657432,0.46374969346840567,0.4734515773282496,0.2133480689902562,0.03516882111453886,0.17843458279477242,0.18153042554695312,0.2741450129675302,0.28098308440139563
log_ec50_prot_Sal25,biophysical_ridge,10,0.2181899999627805,0.06532817049167672,0.12012888887635048,0.1293015967080134,0.3077617794354149,0.33692700225800454,0.03520567132393143,0.03184039506026189,-0.019385625180113886,-0.007917712691427142,0.07808025197475932,0.0821238743602275
log_ec50_prot_Sal25,mean,10,0.0,0.0,0.0,0.0,0.0,0.0,0.06667034500149653,0.026040216200516244,0.012814188192672882,0.02301693422206893,0.09626219426040807,0.10518031072772105
