split,conditions,diagonal_spearman_mean,off_diagonal_spearman_mean,off_diagonal_spearman_min,off_diagonal_spearman_max,off_diagonal_gap_mean,off_diagonal_gap_max
position_holdout,20,0.34495838949298135,0.33960141063616434,0.13238448670220657,0.43157237902103357,0.005356978856817,0.1669285250895693
random_variant,20,0.6494061578869389,0.6431174263237424,0.28079888918707047,0.816215981551169,0.006288731563196558,0.3999404711369912
