assay_id,uniprot_id,taxon,coarse_selection_type,model,n_seeds,random_spearman,position_spearman,spearman_gap,random_observed_coverage,position_observed_coverage,observed_coverage_gap,random_normalized_rmse,position_normalized_rmse,normalized_rmse_gap
A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME,Prokaryote,Activity,additive_ridge,10,0.126558755223783,0.07666555355198355,0.04989320167179944,0.8005405405405405,0.805831706397975,-0.005291165857434566,1.0138885911038984,1.026564984274393,-0.012676393170494437
VKOR1_HUMAN_Chiasson_2020_activity,VKOR1_HUMAN,Human,Activity,additive_ridge,10,0.3143839045823987,0.27463796504337473,0.03974593953902392,0.7542857142857142,0.7968565636114143,-0.04257084932570003,1.005517943265625,0.9441138191805395,0.06140412408508551
A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,Virus,OrganismalFitness,additive_ridge,10,0.351738677844834,0.31361621067171963,0.03812246717311435,0.8,0.8029019307833434,-0.0029019307833434314,0.9626222108126059,1.0926558617096793,-0.13003365089707342
ENV_HV1BR_Haddox_2016,ENV_HV1BR,Virus,OrganismalFitness,additive_ridge,10,0.3614371638121078,0.33070203163652934,0.030735132175578446,0.8036921881072677,0.8088888888888889,-0.0051967007816210884,0.9587886503400759,0.9607875586714435,-0.0019989083313676215
SYUA_HUMAN_Newberry_2020,SYUA_HUMAN,Human,OrganismalFitness,additive_ridge,10,0.5128926499705999,0.4901707023429607,0.02272194762763925,0.8098000000000001,0.8025542083754307,0.007245791624569275,0.7121607018550631,0.7751386560735772,-0.06297795421851418
A4_HUMAN_Seuma_2022,A4_HUMAN,Human,Stability,additive_ridge,10,0.6034346068205789,0.5847347029435686,0.018699903877010447,0.791875,0.7334306378529105,0.058444362147089556,0.7664165627027512,0.8738233955629113,-0.10740683286016024
CAS9_STRP1_Spencer_2017_positive,CAS9_STRP1,Prokaryote,Activity,additive_ridge,10,0.184249133479882,0.1672281039739193,0.017021029505962702,0.8040640394088671,0.7865748587208954,0.017489180687971638,0.9984577119465813,1.0169151153104556,-0.018457403363874213
TADBP_HUMAN_Bolognesi_2019,TADBP_HUMAN,Human,OrganismalFitness,additive_ridge,10,0.6845943505963644,0.6718898645666286,0.012704486029735807,0.7966666666666666,0.7842506699271455,0.012415996739521184,0.7284229487010881,0.7678806260106551,-0.03945767730956702
SAV1_MOUSE_Tsuboyama_2023_2YSB,SAV1_MOUSE,Eukaryote,Stability,biophysical_ridge,10,0.11538714755975381,-0.3108220783822458,0.42620922594199967,0.7955882352941177,0.7488549781735917,0.04673325712052595,1.003367045144138,1.1031060928399712,-0.09973904769583294
SDA_BACSU_Tsuboyama_2023_1PV0,SDA_BACSU,Prokaryote,Stability,biophysical_ridge,10,0.48062188875261536,0.2666530344511259,0.21396885430148935,0.8023952095808383,0.7104554401434611,0.09193976943737722,0.8713550797285663,1.0732925658603973,-0.201937486131831
OTU7A_HUMAN_Tsuboyama_2023_2L2D,OTU7A_HUMAN,Human,Stability,biophysical_ridge,10,0.41818639857517803,0.21748834406019496,0.20069805451498315,0.8133858267716535,0.7730654624659128,0.04032036430574082,0.9415716813116118,0.9722324606635663,-0.030660779351954392
RAD_ANTMA_Tsuboyama_2023_2CJJ,RAD_ANTMA,Eukaryote,Stability,biophysical_ridge,10,0.12361380554928943,-0.0752616296644015,0.19887543521369094,0.792258064516129,0.7663465253936828,0.025911539122446314,0.9835339267066026,1.0769895512782126,-0.09345562457160998
CBX4_HUMAN_Tsuboyama_2023_2K28,CBX4_HUMAN,Human,Stability,biophysical_ridge,10,0.38891140606037256,0.19839640321806845,0.19051500284230408,0.8032608695652174,0.751257284449135,0.052003585116082364,0.8847576992419105,0.9487046780285755,-0.06394697878666496
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Human,Stability,biophysical_ridge,10,0.3869390209429951,0.2090339657718649,0.17790505517113017,0.8024691358024691,0.7287049877983987,0.07376414800407051,0.8950575997980795,0.9843509700256803,-0.08929337022760071
THO1_YEAST_Tsuboyama_2023_2WQG,THO1_YEAST,Eukaryote,Stability,biophysical_ridge,10,0.20480399471962346,0.028759294229317757,0.17604470049030568,0.8219696969696969,0.7242244250329463,0.0977452719367507,0.9852881904075609,1.0797037857356635,-0.09441559532810262
TRPC_THEMA_Chan_2017,TRPC_THEMA,Prokaryote,OrganismalFitness,biophysical_ridge,10,0.3918682802227798,0.22365058241562547,0.16821769780715437,0.80625,0.7560155028660761,0.05023449713392392,0.9246714699091102,1.0258237385019375,-0.10115226859282733
RL20_AQUAE_Tsuboyama_2023_1GYZ,RL20_AQUAE,Prokaryote,Stability,biophysical_ridge,10,0.4842752844500633,0.3167645900431012,0.16751069440696215,0.8257777777777777,0.743421052631579,0.08235672514619882,0.767767772248096,0.9129412595483087,-0.14517348730021276
CUE1_YEAST_Tsuboyama_2023_2MYX,CUE1_YEAST,Eukaryote,Stability,biophysical_ridge,10,0.6186771493524387,0.4601394612387951,0.15853768811364355,0.7926701570680628,0.7704300620428295,0.022240095025233275,0.8014714401072563,0.8576099980725868,-0.0561385579653305
ODP2_GEOSE_Tsuboyama_2023_1W4G,ODP2_GEOSE,Prokaryote,Stability,biophysical_ridge,10,0.2503941445653936,0.09401371254977131,0.1563804320156223,0.8097014925373134,0.7623921492187961,0.04730934331851735,1.016757189586855,1.0950506765255936,-0.07829348693873855
NKX31_HUMAN_Tsuboyama_2023_2L9R,NKX31_HUMAN,Human,Stability,biophysical_ridge,10,0.3483140061002221,0.194042434789246,0.1542715713109761,0.7930434782608696,0.7460232146834607,0.04702026357740898,0.9057222876790398,0.9458543205447351,-0.04013203286569531
SR43C_ARATH_Tsuboyama_2023_2N88,SR43C_ARATH,Eukaryote,Stability,biophysical_ridge,10,0.47054703067997694,0.32625145883221823,0.1442955718477587,0.7921348314606742,0.7318596364072787,0.06027519505339553,0.8547765969251948,0.9391417487975537,-0.08436515187235892
VILI_CHICK_Tsuboyama_2023_1YU5,VILI_CHICK,Eukaryote,Stability,biophysical_ridge,10,0.3250866739823738,0.1833771103436944,0.14170956363867934,0.8278008298755187,0.7786715150791402,0.04912931479637844,0.9221430498405943,0.9759049014398476,-0.053761851599253355
SQSTM_MOUSE_Tsuboyama_2023_2RRU,SQSTM_MOUSE,Eukaryote,Stability,biophysical_ridge,10,0.5861770234560166,0.44475163351730423,0.14142538993871237,0.7838028169014085,0.6938299105718206,0.08997290632958785,0.8027274571444233,0.9412614176354298,-0.13853396049100647
PKN1_HUMAN_Tsuboyama_2023_1URF,PKN1_HUMAN,Human,Stability,biophysical_ridge,10,0.4693637326961886,0.3339370276740484,0.13542670502214021,0.8137931034482758,0.7782881277014075,0.035504975746868284,0.8351530060459484,0.8216728787457356,0.01348012730021304
POLG_PESV_Tsuboyama_2023_2MXD,POLG_PESV,Virus,Stability,biophysical_ridge,10,0.42147845287041263,0.28643810452489193,0.1350403483455207,0.8165829145728644,0.8157908400608831,0.0007920745119813555,0.8300504184894273,0.8572822851311974,-0.027231866641770176
ESTA_BACSU_Nutschel_2020,ESTA_BACSU,Prokaryote,Stability,biophysical_ridge,10,0.11110668880788947,-0.02348185275484599,0.13458854156273545,0.808735632183908,0.7981640078452877,0.01057162433862029,0.9961409680252963,0.9988374279940475,-0.0026964599687511748
GRB2_HUMAN_Faure_2021,GRB2_HUMAN,Human,OrganismalFitness,biophysical_ridge,10,0.45272158543581087,0.3249026290736555,0.1278189563621553,0.7913043478260869,0.7506821910078891,0.04062215681819779,0.8963610967302958,0.950887326103512,-0.054526229373216106
RL40A_YEAST_Roscoe_2013,RL40A_YEAST,Eukaryote,OrganismalFitness,biophysical_ridge,10,0.47293950634647164,0.3476173209386623,0.12532218540780926,0.8117154811715481,0.7364543961635449,0.07526108500800326,0.8662703773322958,0.9074402815143104,-0.04116990418201462
