policy,coverage,retained_tasks,failure_rate,mean_selection_gain_sd,median_selection_gain_sd,mean_selection_regret_sd,median_selection_regret_sd,worst_quintile_mean_gain_sd,confidence_threshold
always_best,0.5,98,0.0,0.5927228463005577,0.5532276985223008,0.060842803763013625,0.01756947862990707,0.29207036959078264,0.0
always_best,0.6,117,0.0,0.6069888748818733,0.5739391667806554,0.0574288576171124,0.016652561021209156,0.3102047235991045,0.0
always_best,0.7000000000000001,137,0.0,0.5990413033485613,0.5648973194468099,0.06540330270099697,0.01716917116287492,0.31868249191368786,0.0
always_best,0.8,156,0.0,0.6051320301674469,0.593514217837408,0.06491234315394429,0.01566619816424558,0.3277782695627607,0.0
always_best,0.9,176,0.0,0.5944856396064574,0.5798699655396358,0.06461767597159108,0.016910866092042037,0.31334772104320036,0.0
always_best,1.0,195,0.0,0.6045666461323685,0.5944204498614022,0.0628557133127932,0.014504608524957718,0.31994486745358447,0.0
random,0.1,20,0.1,0.44611622539836493,0.4412297428278391,0.1253089555515574,0.0613455651435985,0.0446397904620394,0.895094626922562
random,0.2,39,0.1282051282051282,0.4815355009620392,0.550102574435789,0.17327381291693156,0.09192624034691388,-0.029322987041613024,0.7950108093782103
random,0.30000000000000004,59,0.11864406779661017,0.44328945991206203,0.4471952505323734,0.20751610407465518,0.10928120197021485,-0.026319165255963072,0.6911439463560849
random,0.4,78,0.1282051282051282,0.43225918269320074,0.44597223231584565,0.21826145621154247,0.11087994565454756,-0.03836861013008059,0.5738713051038913
random,0.5,98,0.12244897959183673,0.4253010163499247,0.44597223231584565,0.21789642424417865,0.11507860743081211,-0.035047827317254886,0.4642265014750706
random,0.6,117,0.1111111111111111,0.41852185466245373,0.4346908682541016,0.23286156514355866,0.15535577316857457,-0.0245147643469693,0.3625235508719056
random,0.7000000000000001,137,0.11678832116788321,0.40950061488933004,0.4309305102280851,0.2384927385998363,0.15535577316857457,-0.03504075703975924,0.2555258412471083
random,0.8,156,0.12179487179487179,0.4272186203198252,0.447481933966975,0.23704313784663883,0.1272920940058147,-0.043661424682308506,0.16565079180508768
random,0.9,176,0.11363636363636363,0.441575306038231,0.47456876981108054,0.2340133138112965,0.12105697733699813,-0.04182859274124148,0.08239334030798595
random,1.0,195,0.1076923076923077,0.4424476188633774,0.468913206850426,0.22497474058178443,0.11975151705917797,-0.03400646860181855,0.0022817170768523187
oracle,0.1,20,0.0,1.036967048212818,0.9964801389399416,0.0,0.0,0.9580648306002907,0.952068387929748
oracle,0.2,39,0.0,0.9685139830529393,0.952068387929748,0.0,0.0,0.8702560616228174,0.8606596616932808
oracle,0.30000000000000004,59,0.0,0.9245171581962631,0.8969411225015833,0.0,0.0,0.8279013031458704,0.8029776375885939
oracle,0.4,78,0.0,0.8835533193024856,0.8596505906584664,0.0,0.0,0.7492081175124097,0.7220302052401382
oracle,0.5,98,0.0,0.8444808843219757,0.8389370028708489,0.0,0.0,0.6920983878979882,0.6656482112106865
oracle,0.6,117,0.0,0.8100020886422189,0.8029776375885939,0.0,0.0,0.6400877069157298,0.6105478642156442
oracle,0.7000000000000001,137,0.0,0.7755403257087438,0.7520311885553355,0.0,0.0,0.5867227859732681,0.5423895932580579
oracle,0.8,156,0.0,0.742074964405444,0.7201975986468525,0.0,0.0,0.5252128729826241,0.4756629651330509
