assay_id,uniprot_id,taxon,coarse_selection_type,seed,fold,split,model,calibration_method,nominal_coverage,spearman,rmse,mae,r2,top_fraction,top_recall,selected_target_mean,selection_gain_sd,best_variant_regret_sd,observed_coverage,mean_interval_width,median_interval_width,position_coverage_mean,position_coverage_p10,position_coverage_min,covered_positions,normalized_mean_interval_width,fit_rows,calibration_rows,test_rows,excluded_rows,exact_variant_overlap,shared_position_count
PHOT_CHLRE_Chen_2023,PHOT_CHLRE,Eukaryote,Activity,46,4,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.5056434769177043,0.28757526385636506,0.23578970700177254,0.25623763917303954,0.1,0.09523809523809523,1.258597125087068,0.4488348611499429,0.6606434139873083,0.5710843373493976,0.4850861272910689,0.5272431761619254,0.5646996594213582,0.28739495798319326,0.05263157894736842,23,1.3549528478126425,1365,342,415,0,0,0
PIN1_HUMAN_Tsuboyama_2023_1I6C,PIN1_HUMAN,Human,Stability,42,0,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.02246612342061893,0.7940096907731778,0.6846042309233021,-0.12332458747500197,0.1,0.0,-0.47738902995163424,0.3397474208257591,1.007811409085064,0.390625,0.992720503607698,0.992720503607698,0.3876357560568087,0.2222222222222222,0.05555555555555555,7,1.2542276513247408,446,112,128,0,0,0
PIN1_HUMAN_Tsuboyama_2023_1I6C,PIN1_HUMAN,Human,Stability,43,1,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.36011574632264287,0.8312212390605154,0.6655031675491985,0.0768255457421797,0.1,0.06666666666666667,-0.13250294093072618,0.6690777826266417,0.38903104112156717,0.5138888888888888,1.2269831880087034,1.2269831880087034,0.5073099415204678,0.0,0.0,8,1.5996181521603148,433,109,144,0,0,0
PIN1_HUMAN_Tsuboyama_2023_1I6C,PIN1_HUMAN,Human,Stability,44,2,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.24608385321600787,0.8750658449076776,0.6124862166627858,-0.15643939027672316,0.1,0.13333333333333333,-0.12443873006525001,0.6180441773289846,0.5880734057037695,0.528169014084507,0.8785639012603152,0.878563901260315,0.5426506972559604,0.19444444444444448,0.0,8,1.106744947150725,435,109,142,0,0,0
PIN1_HUMAN_Tsuboyama_2023_1I6C,PIN1_HUMAN,Human,Stability,45,3,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.6609914500010935,0.5746195041463611,0.45068867939356344,0.47452264012486056,0.1,0.0,-0.057924855085067894,0.8747291267389496,0.621473004565263,0.6714285714285714,1.1511999264976465,1.1511999264976467,0.6831140350877193,0.3055555555555556,0.1111111111111111,8,1.4890648777944797,436,110,140,0,0,0
PIN1_HUMAN_Tsuboyama_2023_1I6C,PIN1_HUMAN,Human,Stability,46,4,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.6080155280637402,0.5790763763480755,0.5065210567221423,0.3419570778125892,0.1,0.42857142857142855,-0.06434596742916694,0.918245291002992,0.0,0.6363636363636364,1.1256152696264132,1.1256152696264135,0.602874373433584,0.19305555555555556,0.125,8,1.3792547877664325,443,111,132,0,0,0
PITX2_HUMAN_Tsuboyama_2023_2L7M,PITX2_HUMAN,Human,Stability,42,0,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.7282658409730233,0.7960860005843167,0.6246389802749484,0.5205986749248042,0.1,0.0,-0.04447726271940174,0.751535295268034,0.8835194420316581,0.574585635359116,1.2617679815789333,1.2857094032735459,0.5614035087719298,0.09473684210526316,0.0,10,1.301188205703322,605,152,181,0,0,0
PITX2_HUMAN_Tsuboyama_2023_2L7M,PITX2_HUMAN,Human,Stability,43,1,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.7133903229305358,0.7774640972871565,0.5968804592070347,0.402419029880587,0.1,0.3333333333333333,0.12373778242095253,0.8934352102051053,0.30037856213614006,0.6782178217821783,1.3779557577726491,1.4196823745198044,0.6728117084154236,0.2777777777777778,0.058823529411764705,11,1.3622018319988418,588,148,202,0,0,0
PITX2_HUMAN_Tsuboyama_2023_2L7M,PITX2_HUMAN,Human,Stability,44,2,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.3916563357523923,0.8445529579369632,0.6824190452450611,0.13410396354304965,0.1,0.2857142857142857,0.1709974336708148,0.9107107201354273,0.41034929674656867,0.551219512195122,1.3273949735586712,1.3344417754021816,0.5478468899521531,0.10526315789473684,0.0,11,1.267881505490447,586,147,205,0,0,0
PITX2_HUMAN_Tsuboyama_2023_2L7M,PITX2_HUMAN,Human,Stability,45,3,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.33114021571648694,0.9397225299471963,0.7646356056053705,-0.03447711337447923,0.1,0.3888888888888889,-0.16681403587947669,0.6096548737777073,0.7929087565562389,0.45454545454545453,1.238011884945091,1.2914378539981648,0.4280701754385965,0.09473684210526316,0.0,10,1.22020156085651,609,153,176,0,0,0
PITX2_HUMAN_Tsuboyama_2023_2L7M,PITX2_HUMAN,Human,Stability,46,4,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.5102092884193741,0.7791467194252127,0.6167129057614471,0.41854235389050654,0.1,0.0,-0.3687545812284434,0.20053255904405148,0.8256390881739964,0.5919540229885057,1.3429683542609618,1.321269452005895,0.6099780701754385,0.34210526315789475,0.10526315789473684,10,1.3475159711798796,611,153,174,0,0,0
PKN1_HUMAN_Tsuboyama_2023_1URF,PKN1_HUMAN,Human,Stability,42,0,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.5220684875857289,0.5257744120865646,0.4058614473715176,0.402579024498382,0.1,0.11538461538461539,0.04510078806387775,0.5308973654618881,0.20893051475918045,0.6653846153846154,1.0213041826108338,0.9913300473604085,0.6645781119465332,0.2722222222222222,0.05263157894736842,14,1.2336728401852803,832,209,260,0,0,0
PKN1_HUMAN_Tsuboyama_2023_1URF,PKN1_HUMAN,Human,Stability,43,1,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.7454282823383603,0.49515965391995787,0.38112191131425904,0.5896106835462602,0.1,0.25925925925925924,0.22085427088053866,0.741479694075654,0.0,0.7985074626865671,1.2941673006450183,1.2001371150343996,0.804594820384294,0.5064327485380117,0.3157894736842105,15,1.6602307230190634,826,207,268,0,0,0
PKN1_HUMAN_Tsuboyama_2023_1URF,PKN1_HUMAN,Human,Stability,44,2,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.570085696972138,0.6677009702618443,0.48390862193470324,0.472796276303156,0.1,0.2692307692307692,0.27160775979661167,0.6339127574475624,0.0,0.6929133858267716,1.1190931429165756,0.9072414833762223,0.6898496240601505,0.26666666666666666,0.15789473684210525,14,1.5001375112788193,837,210,254,0,0,0
PKN1_HUMAN_Tsuboyama_2023_1URF,PKN1_HUMAN,Human,Stability,45,3,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.35249186714801545,0.6542593909504985,0.5013490007184532,0.35408504306537947,0.1,0.18518518518518517,0.012945537017835842,0.439435279809768,0.0,0.5954198473282443,0.8873741027391012,0.835681762004314,0.5952380952380952,0.20526315789473684,0.05263157894736842,14,1.1200520241532408,831,208,262,0,0,0
PKN1_HUMAN_Tsuboyama_2023_1URF,PKN1_HUMAN,Human,Stability,46,4,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.4689748099719482,0.6407784658338589,0.4882860589222187,0.27628464474640957,0.1,0.0,-0.018994706574788005,0.3066220593312495,0.8040536883649985,0.6459143968871596,1.2227346139699875,1.009788577264946,0.644345238095238,0.18333333333333332,0.10526315789473684,14,1.5419340351293669,835,209,257,0,0,0
POLG_CXB3N_Mattenberger_2021,POLG_CXB3N,Virus,OrganismalFitness,42,0,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.3134023022242908,1.081564352204618,0.8500652785597957,0.04134445924168695,0.1,0.3258785942492013,-1.611289378654121,0.8408529495202883,0.7648020152385132,0.6763578274760383,2.0881019828176917,2.02490996028801,0.6770168103361056,0.3157894736842105,0.0,170,1.9871504322892726,10064,2517,3130,0,0,0
POLG_CXB3N_Mattenberger_2021,POLG_CXB3N,Virus,OrganismalFitness,43,1,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.3160926234483093,1.0767591848406406,0.848134812771692,0.027232886690412794,0.1,0.23734177215189872,-1.8263473307399212,0.6445159691893974,0.6660375251052233,0.6584205518553758,2.0114240773648104,1.9987892282887751,0.6592630563049062,0.2631578947368421,0.0,171,1.9036990165180323,10046,2512,3153,0,0,0
POLG_CXB3N_Mattenberger_2021,POLG_CXB3N,Virus,OrganismalFitness,44,2,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.37050426203803527,1.0329764051249908,0.8229536690029978,0.05997102907465579,0.1,0.2898089171974522,-1.7995425324681245,0.7224737881364776,0.08507968203082833,0.6848311026131294,2.0602672716376946,2.037892995102763,0.6842320261437909,0.31052631578947376,0.0,170,1.939613680456859,10058,2515,3138,0,0,0
POLG_CXB3N_Mattenberger_2021,POLG_CXB3N,Virus,OrganismalFitness,45,3,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.3958154980375299,0.9908683820580877,0.7959061248145303,0.07005110574324225,0.1,0.23809523809523808,-1.8220629583976182,0.6986165218336571,0.0,0.7267238639974579,2.2065662112260878,2.1665117692872347,0.7261147028470831,0.42105263157894735,0.0,170,2.070608464236646,10051,2513,3147,0,0,0
POLG_CXB3N_Mattenberger_2021,POLG_CXB3N,Virus,OrganismalFitness,46,4,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.35500999544976225,1.0181008716246454,0.8117717224703022,-0.02676976491077321,0.1,0.17142857142857143,-2.192358766673146,0.4159221403026231,0.8134575537171693,0.7190582246261533,2.159988595412821,2.1165740161289825,0.7188864606730205,0.3888888888888889,0.05263157894736842,170,2.0208446533960185,10054,2514,3143,0,0,0
POLG_DEN26_Suphatrakul_2023,POLG_DEN26,Virus,OrganismalFitness,42,0,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.4146169258472982,2.6702546670388356,2.1725491589410946,-0.00852570365861638,0.1,0.21893491124260356,-2.482584490743049,0.5806365146352793,0.4314342492808446,0.6402962962962963,5.046157692055762,5.022173094165992,0.6408299191110078,0.21052631578947367,0.0,180,1.9328354387527542,10817,2705,3375,0,0,0
POLG_DEN26_Suphatrakul_2023,POLG_DEN26,Virus,OrganismalFitness,43,1,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.4136222396287237,2.625369268301036,2.138264306080134,0.013066282627462789,0.1,0.23008849557522124,-2.0352028963471454,0.8304686583736305,0.19614100478092975,0.6421394799054374,4.96980685476757,4.882657247095666,0.6402519596082548,0.10526315789473684,0.0,180,1.894572751276343,10810,2703,3384,0,0,0
POLG_DEN26_Suphatrakul_2023,POLG_DEN26,Virus,OrganismalFitness,44,2,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.3894881976370666,2.5370756966092722,2.0663015986201154,0.001491466253026097,0.1,0.2920353982300885,-2.715395290018363,0.7364097170440824,0.0,0.6513002364066194,4.947114510049399,4.874298786481237,0.6514260820401172,0.10526315789473684,0.0,180,1.875922878966369,10810,2703,3384,0,0,0
POLG_DEN26_Suphatrakul_2023,POLG_DEN26,Virus,OrganismalFitness,45,3,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.41328132284319596,2.9322217553108674,2.1908908335862938,-0.3080700335640074,0.1,0.2861356932153392,-2.428967185262537,0.8016604337264687,0.17145265612856117,0.6464676322790422,5.003297745348313,5.0768389815081,0.6485336474145813,0.15789473684210525,0.0,180,1.894887786076952,10811,2703,3383,0,0,0
POLG_DEN26_Suphatrakul_2023,POLG_DEN26,Virus,OrganismalFitness,46,4,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.4672319137105339,2.5070114700669075,2.0610932096097,0.12057309359190094,0.1,0.2958579881656805,-1.881955762015818,0.9043600134146031,0.036529298821809345,0.6757638682883418,5.079204002420802,5.050905582309261,0.6761803166685777,0.21052631578947367,0.0,180,1.945479790716596,10820,2706,3371,0,0,0
POLG_HCVJF_Qi_2014,POLG_HCVJF,Virus,OrganismalFitness,42,0,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.39634028046994846,0.3845544278461992,0.3001958041316648,-0.08547793970022899,0.1,0.30303030303030304,-0.5204357730606061,0.5953312183052445,1.5186459987798773,0.5479876160990712,0.5771647770142758,0.5981283187866211,0.5479876160990712,0.10526315789473684,0.0,17,1.51336925172497,1045,262,323,0,0,0
POLG_HCVJF_Qi_2014,POLG_HCVJF,Virus,OrganismalFitness,43,1,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.38417522667229803,0.3263116137132783,0.25407016787156794,0.19300322797273883,0.1,0.5151515151515151,-0.16167537284848482,1.6334073802039824,0.4383624073035742,0.7165109034267912,0.6493539609103531,0.687988231428772,0.716445091968676,0.39999999999999997,0.3157894736842105,17,1.7131878323367224,1047,262,321,0,0,0
POLG_HCVJF_Qi_2014,POLG_HCVJF,Virus,OrganismalFitness,44,2,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.408088970664803,0.40007303949429085,0.3288036611354318,0.062065197514606374,0.1,0.24242424242424243,-0.35124994066666665,0.7402337630287931,1.2933414915500547,0.5372670807453416,0.6278744287602586,0.6009277612060546,0.5369797041623667,0.18947368421052632,0.10526315789473684,17,1.6873502597643804,1046,262,322,0,0,0
POLG_HCVJF_Qi_2014,POLG_HCVJF,Virus,OrganismalFitness,45,3,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.09070180334793533,0.41321771016749,0.34951143444380645,-0.8259201808671508,0.1,0.12121212121212122,-0.7954287705151515,0.09922037214465017,0.9912121850740718,0.5325077399380805,0.679321608249619,0.5643649101257324,0.5325077399380804,0.031578947368421054,0.0,17,1.7515953270143605,1045,262,323,0,0,0
POLG_HCVJF_Qi_2014,POLG_HCVJF,Virus,OrganismalFitness,46,4,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.2262081232748643,0.4575673218436571,0.33479093459694,-0.2394339158344736,0.1,0.2571428571428571,-0.36620853491428573,0.8109267637509773,0.3780643711955444,0.5630498533724341,0.6156636696636796,0.6154437088194581,0.5614035087719298,0.1473684210526316,0.0,18,1.693084693135303,1031,258,341,0,0,0
POLG_PESV_Tsuboyama_2023_2MXD,POLG_PESV,Virus,Stability,42,0,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.5389302015487973,0.8242390256259803,0.614983456378735,0.5263392396761828,0.1,0.15789473684210525,-0.2515124845628006,0.7161219211234365,0.23185233797056887,0.6774193548387096,1.4282509572637463,1.3738903026877831,0.6812865497076024,0.38421052631578945,0.05263157894736842,10,1.2812034847331701,647,162,186,0,0,0
POLG_PESV_Tsuboyama_2023_2MXD,POLG_PESV,Virus,Stability,43,1,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.7296327564373153,0.9236676410085888,0.7487237204691111,0.42815740150138404,0.1,0.23809523809523808,-0.0031022705175880513,0.7841545662983623,0.6466547173534324,0.5893719806763285,1.6648203150030867,1.5810079290680237,0.5871876661350346,0.3684210526315789,0.16666666666666666,11,1.531350785608502,630,158,207,0,0,0
POLG_PESV_Tsuboyama_2023_2MXD,POLG_PESV,Virus,Stability,44,2,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.2664065315199374,1.0602341685836039,0.8240628895214173,-0.32151944932586063,0.1,0.2857142857142857,-1.4112100373160732,-0.11928273781409275,0.03682950420138493,0.45145631067961167,1.1580152151094454,1.177457599035546,0.4537480063795853,0.05263157894736842,0.0,11,0.9646108503705981,631,158,206,0,0,0
POLG_PESV_Tsuboyama_2023_2MXD,POLG_PESV,Virus,Stability,45,3,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.5954097260555681,0.8499272586720478,0.7021622048567194,0.3826473669435829,0.1,0.2857142857142857,-0.01776169049974962,0.6877989131718737,0.25531705938278026,0.6135265700483091,1.6528804893136302,1.4727094260270324,0.6135034556087189,0.21052631578947367,0.0,11,1.4645099263707042,630,158,207,0,0,0
POLG_PESV_Tsuboyama_2023_2MXD,POLG_PESV,Virus,Stability,46,4,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.6467427433832809,0.926902447073991,0.7820417543269146,0.34460414784403837,0.1,0.3157894736842105,0.0032636567482250585,0.9493494643725557,0.14036293858381205,0.47619047619047616,1.3984226637202288,1.3820137199268885,0.476608187134503,0.14210526315789473,0.0,10,1.226417011724702,644,162,189,0,0,0
PPARG_HUMAN_Majithia_2016,PPARG_HUMAN,Human,Activity,42,0,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.7153504601055437,1.9246785188729592,1.5256010970267981,0.41671215669404826,0.1,0.4114583333333333,2.263953125,1.0574516614748872,0.0,0.5372589890568004,2.8247769992534164,2.871117336273193,0.5372589890568005,0.0,0.0,101,1.1237789983787152,6125,1532,1919,0,0,0
PPARG_HUMAN_Majithia_2016,PPARG_HUMAN,Human,Activity,43,1,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.7329944371244065,1.8762419875511478,1.4802012770436939,0.4071249547433098,0.1,0.3,1.9062631578947364,0.9525007245751314,0.0,0.5752631578947368,2.859316286745072,2.7457358894348145,0.5752631578947368,0.047368421052631594,0.0,100,1.1253570433316111,6140,1536,1900,0,0,0
PPARG_HUMAN_Majithia_2016,PPARG_HUMAN,Human,Activity,44,2,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.6662960400475734,2.1060485513131866,1.629347827476906,0.307014277717772,0.1,0.20833333333333334,1.5915729166666666,0.8225693536563666,0.3490233383281654,0.5112037519541428,2.640974332829824,2.38264022064209,0.5112037519541428,0.0,0.0,101,1.0450382201931327,6125,1532,1919,0,0,0
PPARG_HUMAN_Majithia_2016,PPARG_HUMAN,Human,Activity,45,3,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.7384022936180865,2.2588181005991212,1.6508332714797187,0.16885547975973936,0.1,0.453125,2.2072864583333334,1.1300577411566817,0.07547421771351707,0.5226680562793121,2.7851460902898366,2.7914889092445367,0.5226680562793121,0.05263157894736842,0.0,101,1.0991985239532875,6125,1532,1919,0,0,0
PPARG_HUMAN_Majithia_2016,PPARG_HUMAN,Human,Activity,46,4,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.6178272423133631,2.3720747066964494,1.779009705007418,0.18901350839794528,0.1,0.375,1.30853125,0.7423523848307543,0.36142267495487096,0.4700364773319437,2.627397160532575,2.5244457702636716,0.4700364773319437,0.0,0.0,101,1.0539225457541685,6125,1532,1919,0,0,0
PPM1D_HUMAN_Miller_2022,PPM1D_HUMAN,Human,OrganismalFitness,42,0,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.4829630541322848,0.290283020783901,0.223440791589109,0.047672295508931595,0.1,0.25316455696202533,0.20168645569620253,0.7994613789831346,0.7866606614142947,0.6984126984126984,0.5630924781704932,0.5311649646759034,0.6941135597288847,0.3684210526315789,0.05263157894736842,84,1.899594583514563,5051,1263,1575,0,0,0
PPM1D_HUMAN_Miller_2022,PPM1D_HUMAN,Human,OrganismalFitness,43,1,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.49426949870614445,0.28441818370666466,0.21875785990704066,0.10436979850879002,0.1,0.21518987341772153,0.21088860759493672,0.7044309868985584,1.4241337387447097,0.7071156289707751,0.5626243088708596,0.5553984441757203,0.7053509269204759,0.4233082706766917,0.15789473684210525,84,1.9105812296408249,5052,1263,1574,0,0,0
PPM1D_HUMAN_Miller_2022,PPM1D_HUMAN,Human,OrganismalFitness,44,2,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.4576522420800602,0.2746977819520123,0.21298280034274925,0.1278005473796363,0.1,0.1518987341772152,0.1389395569620253,0.4945056771552321,0.1359918066751567,0.719720989220038,0.5772139308745754,0.5464219226837157,0.718884629875342,0.4715170278637771,0.3157894736842105,84,1.956824371960977,5049,1263,1577,0,0,0
PPM1D_HUMAN_Miller_2022,PPM1D_HUMAN,Human,OrganismalFitness,45,3,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.4337035234831506,0.280850891868946,0.21965763821894488,0.03596518116905101,0.1,0.17088607594936708,0.1509185443037975,0.5276407456407968,0.0,0.7160963244613435,0.5751224108478982,0.5741196599006653,0.7155327043097941,0.39853801169590647,0.10526315789473684,84,1.9232650825593112,5048,1263,1578,0,0,0
PPM1D_HUMAN_Miller_2022,PPM1D_HUMAN,Human,OrganismalFitness,46,4,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.4476460289666987,0.2856839065691938,0.22046498874480888,0.09769622041632975,0.1,0.2389937106918239,0.2354238993710692,0.7461129470155963,0.9841976492111586,0.7066246056782335,0.5751068165166522,0.5506180782318115,0.7066604419545596,0.4359133126934985,0.0,84,1.9585799503114427,5043,1261,1585,0,0,0
PR40A_HUMAN_Tsuboyama_2023_1UZC,PR40A_HUMAN,Human,Stability,42,0,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.5796367844487442,0.620361918148269,0.49435495678311225,0.34863329857840575,0.1,0.6086956521739131,0.25316298109850593,0.9363611824353422,0.0,0.5242290748898678,0.8874417535303905,0.8929806049096483,0.523148148148148,0.21725146198830408,0.21052631578947367,12,1.061537192897249,748,188,227,0,0,0
PR40A_HUMAN_Tsuboyama_2023_1UZC,PR40A_HUMAN,Human,Stability,43,1,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.587173272717237,0.6116826803433677,0.48971184884630437,0.43798550946574044,0.1,0.6,0.32168492221567324,0.9148168197655068,0.0,0.6625514403292181,1.1439879925407195,1.1180972996146563,0.6614934772829508,0.28421052631578947,0.21052631578947367,13,1.3539483897493327,736,184,243,0,0,0
PR40A_HUMAN_Tsuboyama_2023_1UZC,PR40A_HUMAN,Human,Stability,44,2,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.37448818627619085,0.7310383165028355,0.5767127325939503,0.283781777087045,0.1,0.12,0.003274013277768777,0.5125080659724479,0.48327244253944707,0.5933609958506224,1.2260572567623715,1.0770744577142857,0.5889745574343097,0.2730263157894737,0.05263157894736842,13,1.5032027211490595,737,185,241,0,0,0
PR40A_HUMAN_Tsuboyama_2023_1UZC,PR40A_HUMAN,Human,Stability,45,3,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.5537816928959955,0.7160389985471726,0.548619800921436,0.16697807128408604,0.1,0.25,0.09369103263970353,0.7455262640752169,0.0,0.6540084388185654,1.2151572530437627,1.1086065506601894,0.6537947432684275,0.27649122807017545,0.2631578947368421,13,1.4223259308329033,740,186,237,0,0,0
PR40A_HUMAN_Tsuboyama_2023_1UZC,PR40A_HUMAN,Human,Stability,46,4,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.7019053828877779,0.7388577672167594,0.558588654936182,0.3044519166580859,0.1,0.18181818181818182,-0.20061349329034323,0.710454842353324,0.38846206176732606,0.5627906976744186,0.9502937391505167,0.8818855259815495,0.5540247678018575,0.06627450980392158,0.05263157894736842,12,1.1523230512189007,758,190,215,0,0,0
PRKN_HUMAN_Clausen_2023,PRKN_HUMAN,Human,Expression,42,0,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.32317400946607744,0.4229005421845139,0.32072297160410773,-0.2318705888943735,0.1,0.1206896551724138,0.8286636907254763,0.2975407232042241,0.3444364441740651,0.5538284398388025,0.5512746243887081,0.4771959766240026,0.5585026502583678,0.0,0.0,93,1.3842330162376908,5615,1404,1737,0,0,0
PRKN_HUMAN_Clausen_2023,PRKN_HUMAN,Human,Expression,43,1,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.44578746999923746,0.4087554618224108,0.3096851458157963,0.02743046230230539,0.1,0.16,0.8822890015215671,0.5203190997735945,0.45533641673236513,0.5503432494279176,0.5589554899641475,0.5017519984911902,0.5449600704269635,0.0,0.0,93,1.4395947425481568,5606,1402,1748,0,0,0
PRKN_HUMAN_Clausen_2023,PRKN_HUMAN,Human,Expression,44,2,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.4327206314906662,0.397563531346084,0.314804611459397,-0.036356035567706835,0.1,0.192090395480226,0.9283210494268581,0.5456750285163524,0.0,0.5331820760068066,0.5813323736214938,0.5579386840560715,0.5332012827768345,0.0,0.0,93,1.468979956237118,5594,1399,1763,0,0,0
PRKN_HUMAN_Clausen_2023,PRKN_HUMAN,Human,Expression,45,3,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.4429879964870176,0.41654921077908025,0.3236303589004941,-0.06191688400196704,0.1,0.05113636363636364,0.7955468511212231,0.3315017933868248,0.3731491893196948,0.5088118249005117,0.5582922524869334,0.4922970031076863,0.5101146287603893,0.0,0.0,93,1.4299391015255207,5597,1400,1759,0,0,0
PRKN_HUMAN_Clausen_2023,PRKN_HUMAN,Human,Expression,46,4,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.3588161132938992,0.3960890169669341,0.3130803972045262,-0.11059789691307054,0.1,0.21142857142857144,0.8935800743439168,0.4918097370495963,0.0,0.5288736420811893,0.5761441627213284,0.5519363512455451,0.5234861346915677,0.05263157894736842,0.0,93,1.4511190338344846,5605,1402,1749,0,0,0
PSAE_PICP2_Tsuboyama_2023_1PSE,PSAE_PICP2,Prokaryote,Stability,42,0,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.07003245582401732,0.9243282904015611,0.754816130166195,-0.2364387585807337,0.1,0.041666666666666664,-0.394614714821476,0.08044286666341906,1.368564497794879,0.3644067796610169,0.9113967005621756,0.8677477501053663,0.3592836257309942,0.05263157894736842,0.0,13,1.4977831894501636,786,197,236,0,0,0
PSAE_PICP2_Tsuboyama_2023_1PSE,PSAE_PICP2,Prokaryote,Stability,43,1,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.38806210869336033,0.7274888744440021,0.5324310527556596,-0.8878218485970606,0.1,0.16,0.1147867343220808,0.6122766149160783,0.40401888032545175,0.5766129032258065,0.9443355546279001,0.9292413196737632,0.5741191213327438,0.09473684210526316,0.0,14,1.3551156019973167,776,195,248,0,0,0
PSAE_PICP2_Tsuboyama_2023_1PSE,PSAE_PICP2,Prokaryote,Stability,44,2,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.38198294848112596,0.6441980917285381,0.5136331579767596,-0.026829112718959047,0.1,0.23076923076923078,0.1400985430084528,0.8144296401613806,0.0,0.43700787401574803,0.8002496912000466,0.7348106296049788,0.43326979914772934,0.1634674922600619,0.10526315789473684,14,1.181061002257208,772,193,254,0,0,0
PSAE_PICP2_Tsuboyama_2023_1PSE,PSAE_PICP2,Prokaryote,Stability,45,3,modulo_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.396430459928511,0.7391213878694906,0.5550088588924942,-0.18605173323935964,0.1,0.16,-0.1488972960919719,0.10846946666004603,0.0,0.49586776859504134,0.8543006388718714,0.8027935112454907,0.48636013109697324,0.05263157894736842,0.0,14,1.3048595390341213,781,196,242,0,0,0
