assay_id,uniprot_id,taxon,coarse_selection_type,seed,fold,split,model,calibration_method,nominal_coverage,spearman,rmse,mae,r2,top_fraction,top_recall,selected_target_mean,selection_gain_sd,best_variant_regret_sd,observed_coverage,mean_interval_width,median_interval_width,position_coverage_mean,position_coverage_p10,position_coverage_min,covered_positions,normalized_mean_interval_width,fit_rows,calibration_rows,test_rows,excluded_rows,exact_variant_overlap,shared_position_count
A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME,Prokaryote,Activity,42,0,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.021850033298361896,2.4169603409101748,2.0247483144242393,-1.0929944051980618,0.1,0.10526315789473684,0.07110526315789473,0.026989078561606764,0.0,0.5053191489361702,3.7822700166195,3.7573400020599363,0.5010101010101009,0.03333333333333336,0.0,33,2.500609083265988,587,147,188,0,0,0
A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME,Prokaryote,Activity,43,1,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,-0.027139772186623893,1.815357519527711,1.43087833738736,-0.4860535553528116,0.1,0.05263157894736842,-0.29873684210526313,-0.21121150899013816,2.381188592588463,0.7608695652173914,4.104279763377232,4.112130173683166,0.7595982142857143,0.5,0.3333333333333333,32,2.6944750357306364,590,148,184,0,0,0
A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME,Prokaryote,Activity,44,2,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.02179046442566359,1.635179135730942,1.2187394887361913,-0.22750171681101783,0.1,0.10526315789473684,0.334842105263158,0.19645296981518193,0.6003153369702419,0.7925531914893617,3.9299526327737473,3.792431997299194,0.7950148809523809,0.6666666666666666,0.3333333333333333,32,2.46440272374379,587,147,188,0,0,0
A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME,Prokaryote,Activity,45,3,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.0503850990420182,1.8324146260417562,1.3143855675518845,-0.14173514643524077,0.1,0.05555555555555555,-0.19338888888888886,-0.07174871929723685,1.0251273165274093,0.7486033519553073,3.321238089747935,3.3321036596298215,0.7486607142857142,0.41000000000000003,0.2,32,2.1308939152446675,594,149,179,0,0,0
A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME,Prokaryote,Activity,46,4,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.11796853774186451,1.399299884069259,1.0977144453925554,-0.13502802349978937,0.1,0.15789473684210525,0.3368421052631579,0.2606657703317627,0.38981850802799034,0.8743169398907104,4.2569393006621805,4.165002629280091,0.8723214285714286,0.6666666666666666,0.6,32,2.6619827583980724,591,148,183,0,0,0
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,Prokaryote,Activity,42,0,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.48890194565483086,1.3144524478556057,0.9571346858392319,-0.12853774832694143,0.1,0.2571428571428571,0.2639037551502545,0.5472456539302006,0.058295350991406585,0.6432748538011696,2.086946104261165,2.163173096982824,0.6432748538011696,0.23157894736842105,0.05263157894736842,18,1.59648227605729,1048,263,342,0,0,0
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,Prokaryote,Activity,43,1,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.16459206085477793,1.3938021031757917,0.9973641125674515,-0.2354952782848705,0.1,0.08571428571428572,-0.07733814948478085,0.3260508491195437,0.0,0.5467836257309941,1.5802414536342424,1.633494678025179,0.5467836257309941,0.19473684210526315,0.05263157894736842,18,1.1748243748573965,1048,263,342,0,0,0
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,Prokaryote,Activity,44,2,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.49715828360329645,1.098521437150153,0.7772513400211818,0.1316136559629869,0.1,0.18181818181818182,0.23938455343778625,0.5275181476346871,0.11099422631999442,0.739938080495356,2.1673870322474444,2.138683238097079,0.7399380804953559,0.5368421052631579,0.05263157894736842,17,1.6467064322250744,1064,266,323,0,0,0
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,Prokaryote,Activity,45,3,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.39996125579649605,1.3443551023353184,1.0483681666443017,0.1271392921384108,0.1,0.24242424242424243,-0.32856827174176734,0.2861236208193038,0.02377871440996583,0.5572755417956656,2.0587263492723644,1.9978940820406033,0.5572755417956656,0.26315789473684215,0.0,17,1.60017394430033,1064,266,323,0,0,0
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,Prokaryote,Activity,46,4,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.43280803920956423,1.2214004530204514,0.9403576360615263,0.18399080490680453,0.1,0.18181818181818182,0.12452962907892148,0.4024023162307723,0.0637048312991851,0.5975232198142415,1.9670288559183702,1.851687152848085,0.5975232198142415,0.24210526315789474,0.0,17,1.4962978734476402,1064,266,323,0,0,0
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,Virus,OrganismalFitness,42,0,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.1432110258621459,1.7126787139994302,1.3185556811166634,-1.0647318120524734,0.1,0.15348837209302327,-1.6935390858790698,0.3598799991480475,0.28078729125581714,0.5265610438024231,2.2479612427786697,2.249758972564941,0.5263157894736842,0.01052631578947374,0.0,113,1.779965075061171,6855,1714,2146,0,0,0
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,Virus,OrganismalFitness,43,1,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.25351662903283234,1.3921767476846252,1.138289099945109,-0.0653984113257573,0.1,0.07441860465116279,-1.1208868309488373,0.5007986436960208,0.739218037580029,0.5645086166744294,2.3303222000482777,2.4397540075932618,0.5645086166744294,0.10526315789473684,0.0,113,1.9179435539114813,6854,1714,2147,0,0,0
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,Virus,OrganismalFitness,44,2,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.8,0.2980128259223236,1.5893921133564788,1.3099341201345227,-0.3708190271545506,0.1,0.25116279069767444,-1.212864464516279,0.683513038474604,0.09933560651073713,0.48253376804843967,2.2490558218749244,2.2776847476828617,0.48253376804843967,0.05263157894736842,0.0,113,1.8451614503696736,6854,1714,2147,0,0,0
