fold,assay_id,uniprot_id,model,calibration_method,evaluation_type,nominal_coverage,spearman,rmse,mae,r2,top_fraction,top_recall,selected_target_mean,selection_gain_sd,best_variant_regret_sd,observed_coverage,mean_interval_width,median_interval_width,position_coverage_mean,position_coverage_p10,position_coverage_min,covered_positions,test_rows,fit_proteins,calibration_proteins,test_proteins
0,P84126_THETH_Chan_2017,P84126_THETH,cross_protein_histgb,standard_split,held_out_protein,0.8,0.6069117327324679,0.2614246106510127,0.2228187130248325,0.17988525031615865,0.1,0.42,0.8344199999999999,1.1567333931638422,0.0034641033575821853,0.794,0.6779826491519093,0.6779826491519094,0.794471153846154,0.5346153846153846,0.15384615384615385,80,1000,108,27,34
0,PKN1_HUMAN_Tsuboyama_2023_1URF,PKN1_HUMAN,cross_protein_histgb,standard_split,held_out_protein,0.8,0.5617753777753778,0.24303302399070312,0.20716320354708892,0.29121868221789404,0.1,0.19,0.7070599999999999,0.7155451873955376,0.003464103347189864,0.841,0.6779826491519093,0.6779826491519094,0.8397236566250652,0.6428571428571429,0.0,71,1000,108,27,34
0,POLG_PESV_Tsuboyama_2023_2MXD,POLG_PESV,cross_protein_histgb,standard_split,held_out_protein,0.8,0.5531992574798485,0.26617649618561673,0.22437671561972292,0.1498000157740036,0.1,0.24,0.7138492462311558,0.7390551379357061,0.0,0.785929648241206,0.6779826491519093,0.6779826491519094,0.787101401301997,0.3473684210526316,0.0,53,995,108,27,34
0,PPM1D_HUMAN_Miller_2022,PPM1D_HUMAN,cross_protein_histgb,standard_split,held_out_protein,0.8,0.608465609815336,0.22929785576565567,0.19268164294183032,0.3690676348582441,0.1,0.21,0.7060799999999999,0.7121512997471913,0.017320539443214125,0.859,0.6779826491519093,0.6779826491519094,0.8615079365079364,0.5,0.0,420,1000,108,27,34
0,PTEN_HUMAN_Matreyek_2021,PTEN_HUMAN,cross_protein_histgb,standard_split,held_out_protein,0.8,0.47887667777851245,0.2609866356919961,0.21378923747380438,0.18263069834414547,0.1,0.21,0.6861000000000002,0.6429376583910399,0.006928207525765514,0.785,0.6779826491519093,0.6779826491519094,0.7711141060197665,0.3333333333333333,0.0,371,1000,108,27,34
0,PTEN_HUMAN_Mighell_2018,PTEN_HUMAN,cross_protein_histgb,standard_split,held_out_protein,0.8,0.5474842771267301,0.24717090914480336,0.20313024898820875,0.26687776254940543,0.1,0.08,0.61487,0.39618950100667444,0.031176930218239664,0.819,0.6779826491519093,0.6779826491519094,0.8157894736842105,0.5,0.0,399,1000,108,27,34
0,Q59976_STRSQ_Romero_2015,Q59976_STRSQ,cross_protein_histgb,standard_split,held_out_protein,0.8,0.6104300005994967,0.23083243205243906,0.18766769680119247,0.36059482338140614,0.1,0.21,0.7144750000000001,0.7412322075093156,0.031176959306385525,0.848,0.6779826491519093,0.6779826491519094,0.85,0.5,0.0,500,1000,108,27,34
0,RCRO_LAMBD_Tsuboyama_2023_1ORC,RCRO_LAMBD,cross_protein_histgb,standard_split,held_out_protein,0.8,0.6329608848597676,0.21843642710056033,0.17692143102205637,0.42742575521225423,0.1,0.18,0.7527099999999999,0.8736815051947546,0.03810513681908851,0.868,0.6779826491519093,0.6779826491519094,0.8682539682539683,0.625,0.1875,63,1000,108,27,34
0,RPC1_BP434_Tsuboyama_2023_1R69,RPC1_BP434,cross_protein_histgb,standard_split,held_out_protein,0.8,0.7882468282468283,0.1839061033321178,0.14294843821175174,0.5941421360284929,0.1,0.22,0.7722100000000001,0.9412315204649576,0.003464103347189864,0.921,0.6779826491519093,0.6779826491519094,0.922854387656702,0.7058823529411765,0.47058823529411764,61,1000,108,27,34
0,SERC_HUMAN_Xie_2023,SERC_HUMAN,cross_protein_histgb,standard_split,held_out_protein,0.8,0.5676153996153996,0.23445142685630538,0.20040460950074981,0.3403896817301916,0.1,0.16,0.66797,0.5801333875538857,0.020784620083139187,0.86,0.6779826491519093,0.6779826491519094,0.8586065573770492,0.5,0.0,366,1000,108,27,34
0,SPG2_STRSG_Tsuboyama_2023_5UBS,SPG2_STRSG,cross_protein_histgb,standard_split,held_out_protein,0.8,0.6156361836361837,0.23757808049968993,0.2015644818588015,0.32267919067218476,0.1,0.33,0.7723800000000002,0.9418204180339803,0.003464103347189864,0.845,0.6779826491519093,0.6779826491519094,0.839760699933881,0.5885167464114832,0.16666666666666666,56,1000,108,27,34
0,SQSTM_MOUSE_Tsuboyama_2023_2RRU,SQSTM_MOUSE,cross_protein_histgb,standard_split,held_out_protein,0.8,0.791095526627893,0.20127735431553206,0.15988853546856852,0.5138481470794469,0.1,0.352112676056338,0.8242723668745144,1.1208636913378718,0.048997243002702334,0.900990099009901,0.6779826491519093,0.6779826491519094,0.9027804652562779,0.7298245614035087,0.2222222222222222,40,707,108,27,34
0,TADBP_HUMAN_Bolognesi_2019,TADBP_HUMAN,cross_protein_histgb,standard_split,held_out_protein,0.8,-0.21404838790125894,0.32248872051816485,0.2765195649385306,-0.24798894632626278,0.1,0.0,0.50141,0.003152334045943042,0.4260847117043529,0.627,0.6779826491519093,0.6779826491519094,0.6192606996178424,0.21666666666666667,0.07692307692307693,84,1000,108,27,34
0,TRPC_SACS2_Chan_2017,TRPC_SACS2,cross_protein_histgb,standard_split,held_out_protein,0.8,0.6196702547094818,0.23740429856461778,0.198155158627442,0.32366963078648836,0.1,0.41,0.83786,1.1686499753270427,0.0034641035550362917,0.85,0.6779826491519093,0.6779826491519094,0.8496794871794873,0.5788461538461539,0.25,80,1000,108,27,34
0,VILI_CHICK_Tsuboyama_2023_1YU5,VILI_CHICK,cross_protein_histgb,standard_split,held_out_protein,0.8,0.7241349641349641,0.20355736661302162,0.16261105217820188,0.5027722847431477,0.1,0.35,0.8246400000000002,1.1228544589581224,0.0,0.92,0.6779826491519093,0.6779826491519094,0.921474358974359,0.8125,0.1875,65,1000,108,27,34
0,VRPI_BPT7_Tsuboyama_2023_2WNM,VRPI_BPT7,cross_protein_histgb,standard_split,held_out_protein,0.8,0.7290118530118531,0.1929915674936447,0.16198045476818804,0.5530506115667634,0.1,0.27,0.7407300000000001,0.8321815470954209,0.010392310041569593,0.938,0.6779826491519093,0.6779826491519094,0.938891346012089,0.8377192982456141,0.3333333333333333,56,1000,108,27,34
