assay_id,uniprot_id,seed,fold,split,model,calibration_method,retained_fraction,retained_rows,mae,normalized_mae,uncertainty_threshold
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,42,0,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,1.0,342,0.9571346858392319,0.7735461352347699,1.619369553684237
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,43,1,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.25,86,0.8115180941764317,0.6471688973222377,0.5522071362259774
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,43,1,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.5,171,0.8432128595484064,0.6724448172356247,0.8167473390125893
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,43,1,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.75,257,0.9031638981983277,0.7202545307279244,0.8167473390125893
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,43,1,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,1.0,342,0.9973641125674515,0.7953772535584647,1.404672356687286
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,44,2,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.25,81,0.5980171233951694,0.5072961610526353,0.6001595132806108
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,44,2,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.5,162,0.6306028836305604,0.5349385653011036,1.0693416190485394
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,44,2,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.75,243,0.6920966827074443,0.5871035735923984,1.5091585610680585
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,44,2,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,1.0,323,0.7772513400211818,0.6593400181038144,2.156739299762825
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,45,3,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.25,81,0.9787814928174053,0.6802118932243397,0.7354196351132517
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,45,3,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.5,162,0.9922252065693482,0.689554707785384,0.9989470410203016
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,45,3,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.75,243,0.9832185844313488,0.6832954849240995,1.3511609135343432
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,45,3,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,1.0,323,1.0483681666443017,0.7285716992630997,1.9923611093609226
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,46,4,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.25,81,0.934160217958917,0.6908930406625811,0.7681804389700899
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,46,4,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.5,162,0.8741323159651071,0.6464971662335517,0.9258435764240425
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,46,4,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.75,243,0.8423032251714506,0.6229567746634604,1.0614982058803326
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,46,4,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,1.0,323,0.9403576360615263,0.6954765724324571,2.0356762334543763
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,42,0,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.25,537,1.4497029273470716,1.2162838504401086,1.0172339393828125
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,42,0,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.5,1073,1.3764885688792805,1.1548578574694892,1.1248794862824707
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,42,0,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.75,1610,1.3162540065037656,1.1043217620573522,1.235356581960144
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,42,0,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,1.0,2146,1.3185556811166634,1.1062528402167642,1.4827580302041015
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,43,1,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.25,537,1.130174831097856,0.8379291094160788,1.0463923876540528
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,43,1,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.5,1074,1.1267107966679903,0.8353608206832777,1.2198770037966309
