fold,repeat,assay_id,uniprot_id,model,calibration_method,evaluation_type,nominal_coverage,spearman,rmse,mae,r2,top_fraction,top_recall,selected_target_mean,selection_gain_sd,best_variant_regret_sd,observed_coverage,mean_interval_width,median_interval_width,position_coverage_mean,position_coverage_p10,position_coverage_min,covered_positions,test_rows,fit_proteins,calibration_proteins,test_proteins,family_id,fit_families,calibration_families,test_families
1,0,PA_I34A1_Wu_2015,PA_I34A1,cross_protein_histgb,mondrian_substitution,held_out_sequence_structure_family,0.8,0.34759897185575345,0.28652004254720637,0.24299921192216434,0.01487419749916219,0.1,0.26,0.7180900000000002,0.7537542473150429,0.03117693012470878,0.728,0.6838446742582318,0.6900002625342052,0.7279874213836478,0.0,0.0,636,1000,110,27,32,ssf_ec35c0fe8f0c,94,24,30
1,0,POLG_DEN26_Suphatrakul_2023,POLG_DEN26,cross_protein_histgb,mondrian_substitution,held_out_sequence_structure_family,0.8,0.4902618057325912,0.28125789490174435,0.23481961577661145,0.05072700369663741,0.1,0.27,0.7172700000000001,0.7509136848230901,0.03464103357582185,0.755,0.6841655897943728,0.6900002625342052,0.7550223214285714,0.0,0.0,896,1000,110,27,32,ssf_1d81bb997017,94,24,30
1,0,PTEN_HUMAN_Matreyek_2021,PTEN_HUMAN,cross_protein_histgb,mondrian_substitution,held_out_sequence_structure_family,0.8,0.49977369174653835,0.26913540111070444,0.2205725369724508,0.13079255261052802,0.1,0.19,0.6781900000000001,0.615536597626637,0.003464103762882757,0.78,0.6831834297267628,0.6900002625342052,0.7672955974842767,0.3333333333333333,0.0,371,1000,110,27,32,ssf_a81536eee23e,94,24,30
1,0,PTEN_HUMAN_Mighell_2018,PTEN_HUMAN,cross_protein_histgb,mondrian_substitution,held_out_sequence_structure_family,0.8,0.5430891107183781,0.2633757844493051,0.21554270466785652,0.16759751659165967,0.1,0.06,0.61288,0.3892959353250857,0.031176930218239664,0.785,0.6831049221277448,0.6900002625342052,0.7798663324979114,0.3333333333333333,0.0,399,1000,110,27,32,ssf_a81536eee23e,94,24,30
1,0,RAD_ANTMA_Tsuboyama_2023_2CJJ,RAD_ANTMA,cross_protein_histgb,mondrian_substitution,held_out_sequence_structure_family,0.8,0.43594581698464724,0.26852706552952743,0.22974885965436,0.13471713657478668,0.1,0.20512820512820512,0.7001921420526072,0.6912487078105797,0.013426761652500698,0.7997416020671835,0.6847822008581094,0.6930880035349809,0.7703541464205378,0.43110047846889954,0.0,54,774,110,27,32,ssf_0eef6f01f081,94,24,30
1,0,RBP1_HUMAN_Tsuboyama_2023_2KWH,RBP1_HUMAN,cross_protein_histgb,mondrian_substitution,held_out_sequence_structure_family,0.8,0.6989249749476296,0.21316173862905138,0.18229323263044253,0.454744304639669,0.1,0.3163265306122449,0.7719623233908948,0.9403291559331048,0.0,0.916923076923077,0.6829171907956626,0.6900002625342051,0.9170900478950015,0.8333333333333334,0.2631578947368421,52,975,110,27,32,ssf_bc19e1d23319,94,24,30
1,0,RCRO_LAMBD_Tsuboyama_2023_1ORC,RCRO_LAMBD,cross_protein_histgb,mondrian_substitution,held_out_sequence_structure_family,0.8,0.6144365664365664,0.22477837831787736,0.1823615841573373,0.3936955613849836,0.1,0.15,0.7090900000000001,0.7225773171903337,0.03810513681908851,0.856,0.6846691902384373,0.6900002625342052,0.8560185185185184,0.57,0.125,63,1000,110,27,32,ssf_c6c5a726cc75,94,24,30
1,0,RDRP_I33A0_Li_2023,RDRP_I33A0,cross_protein_histgb,mondrian_substitution,held_out_sequence_structure_family,0.8,0.3384839045457114,0.27357319275712033,0.23568231105871604,0.10189157879308253,0.1,0.34,0.7371800000000002,0.819883990051515,0.013856413555036588,0.744,0.6829473840577702,0.6900002625342052,0.7449392712550608,0.0,0.0,741,1000,110,27,32,ssf_bcc2d8a187a4,94,24,30
1,0,RL20_AQUAE_Tsuboyama_2023_1GYZ,RL20_AQUAE,cross_protein_histgb,mondrian_substitution,held_out_sequence_structure_family,0.8,0.5697807057807058,0.23396517271847972,0.1914862980091574,0.343122918580662,0.1,0.13,0.68936,0.6542305581502773,0.02424872343032905,0.866,0.6848558666688596,0.6911333490111374,0.8654661016949152,0.6352941176470589,0.11764705882352941,59,1000,110,27,32,ssf_310c599ef29a,94,24,30
1,0,RNC_ECOLI_Weeks_2023,RNC_ECOLI,cross_protein_histgb,mondrian_substitution,held_out_sequence_structure_family,0.8,0.6546754866754867,0.24495170317053838,0.19146703975556262,0.27998323734946673,0.1,0.21,0.72464,0.7764441242391356,0.006928206694379728,0.835,0.6837039665419632,0.6900002625342052,0.8369469026548673,0.5,0.0,226,1000,110,27,32,ssf_692c79c706c4,94,24,30
1,0,SCIN_STAAR_Tsuboyama_2023_2QFF,SCIN_STAAR,cross_protein_histgb,mondrian_substitution,held_out_sequence_structure_family,0.8,0.6073552969994288,0.28784181731273595,0.24120795056121433,0.00576406423728304,0.1,0.35,0.7272699999999999,0.7855547160422446,0.020784620083139187,0.733,0.6822509955568046,0.6900002625342051,0.6920725108225109,0.1419047619047619,0.0,70,1000,110,27,32,ssf_cf940c8da196,94,24,30
1,0,SERC_HUMAN_Xie_2023,SERC_HUMAN,cross_protein_histgb,mondrian_substitution,held_out_sequence_structure_family,0.8,0.5670872190872192,0.23327264533715467,0.1967840647012763,0.3470058222546949,0.1,0.16,0.6754399999999999,0.6060102395573939,0.010392310041569593,0.863,0.6834335919837585,0.6900002625342052,0.8613387978142076,0.5,0.0,366,1000,110,27,32,ssf_f2035d659d6a,94,24,30
1,0,SOX30_HUMAN_Tsuboyama_2023_7JJK,SOX30_HUMAN,cross_protein_histgb,mondrian_substitution,held_out_sequence_structure_family,0.8,0.5421327021327021,0.24596532567377324,0.19368995326232194,0.2740119768063126,0.1,0.27,0.74712,0.8543171674839638,0.006928206694379728,0.874,0.6845221299636665,0.6900002625342052,0.8769906577589485,0.6194444444444445,0.05263157894736842,57,1000,110,27,32,ssf_6cc095ce3976,94,24,30
1,0,SPA_STAAU_Tsuboyama_2023_1LP1,SPA_STAAU,cross_protein_histgb,mondrian_substitution,held_out_sequence_structure_family,0.8,0.5152466032466032,0.2622835222395124,0.21514629084243853,0.17448742202704448,0.1,0.14,0.6409600000000001,0.4865679561462884,0.0,0.807,0.68383764512481,0.6900002625342052,0.809642988590357,0.32280701754385965,0.05263157894736842,55,1000,110,27,32,ssf_5e471b6b3e5d,94,24,30
1,0,SPG1_STRSG_Olson_2014,SPG1_STRSG,cross_protein_histgb,mondrian_substitution,held_out_sequence_structure_family,0.8,0.33039191988641575,0.28523832710549096,0.22844086104679873,0.023068308933457682,0.1,0.23,0.67467,0.603528203847963,0.01386066954924415,0.754,0.6827627019615016,0.6900002625342052,0.7547049441786284,0.24444444444444446,0.1111111111111111,55,1000,110,27,32,ssf_db4b6fc031cf,94,24,30
1,0,TRPC_SACS2_Chan_2017,TRPC_SACS2,cross_protein_histgb,mondrian_substitution,held_out_sequence_structure_family,0.8,0.6328809067524049,0.2452766392256979,0.20607702677244383,0.2780716344419927,0.1,0.45,0.8534,1.2224821445723066,0.0034641035550362917,0.836,0.6852200092669516,0.6911333490111373,0.8348557692307692,0.5384615384615384,0.08333333333333333,80,1000,110,27,32,ssf_415fc4c4433b,94,24,30
1,0,TRPC_THEMA_Chan_2017,TRPC_THEMA,cross_protein_histgb,mondrian_substitution,held_out_sequence_structure_family,0.8,0.5223427041778447,0.26730982215139715,0.22134254018678257,0.14254462974236204,0.1,0.33,0.7722199999999999,0.9412661727936344,0.006928206777518294,0.785,0.6851573226031501,0.6930880035349809,0.7840544871794872,0.4166666666666667,0.0,80,1000,110,27,32,ssf_415fc4c4433b,94,24,30
1,0,UBR5_HUMAN_Tsuboyama_2023_1I2T,UBR5_HUMAN,cross_protein_histgb,mondrian_substitution,held_out_sequence_structure_family,0.8,0.6078768937005244,0.2378898128346419,0.20331369667211563,0.3209005642945528,0.1,0.19,0.6898300000000002,0.6558586867234572,0.0484974468606581,0.871,0.6852218284919488,0.6911333490111375,0.8703304597701149,0.6470588235294118,0.17647058823529413,58,1000,110,27,32,ssf_059a8d032aa4,94,24,30
1,0,VRPI_BPT7_Tsuboyama_2023_2WNM,VRPI_BPT7,cross_protein_histgb,mondrian_substitution,held_out_sequence_structure_family,0.8,0.7241552801552802,0.19318318492356581,0.15842387755382287,0.5521626369160855,0.1,0.17,0.6924800000000001,0.6650385605935101,0.010392310041569593,0.933,0.6845713703612127,0.6900002625342052,0.9339187429357708,0.7850877192982456,0.3888888888888889,56,1000,110,27,32,ssf_c5c95e85f55b,94,24,30
1,0,YNZC_BACSU_Tsuboyama_2023_2JVD,YNZC_BACSU,cross_protein_histgb,mondrian_substitution,held_out_sequence_structure_family,0.8,0.6497590356182881,0.22230776062032062,0.1765896118780808,0.40694995150718305,0.1,0.3055555555555556,0.792483660130719,1.0107682693393507,0.00970337538565773,0.8683473389355743,0.682960003752399,0.6900002625342052,0.8687369347199069,0.5705882352941177,0.21052631578947367,39,714,110,27,32,ssf_ca121528f828,94,24,30
