fold,repeat,assay_id,uniprot_id,model,calibration_method,retained_fraction,retained_rows,mae,normalized_mae,uncertainty_threshold,feature_set,family_id
2,0,ARGR_ECOLI_Tsuboyama_2023_1AOY,ARGR_ECOLI,cross_protein_histgb,mondrian_substitution,0.25,250,0.17330801973230858,0.6003568912495367,0.30866732112704476,mutation_descriptors_plus_fixed_esm_scores,cssf_8af86fe1b209
2,0,BBC1_YEAST_Tsuboyama_2023_1TG0,BBC1_YEAST,cross_protein_histgb,mondrian_substitution,0.25,250,0.1675122607777587,0.5802797832555748,0.3040488734036826,mutation_descriptors_plus_fixed_esm_scores,cssf_784e4bfd3195
2,0,C6KNH7_9INFA_Lee_2018,C6KNH7_9INFA,cross_protein_histgb,mondrian_substitution,0.25,250,0.21670816060385925,0.7506994645111869,0.3040488734036826,mutation_descriptors_plus_fixed_esm_scores,cssf_97ae43962602
2,0,CALM1_HUMAN_Weile_2017,CALM1_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.24313964601416274,0.8422608716993597,0.3040488734036826,mutation_descriptors_plus_fixed_esm_scores,cssf_16d6e5408850
2,0,CAPSD_AAV2S_Sinai_2021,CAPSD_AAV2S,cross_protein_histgb,mondrian_substitution,0.25,133,0.2689412037850475,0.9316413042801213,0.3020076420530866,mutation_descriptors_plus_fixed_esm_scores,cssf_c257cf3223e7
2,0,CATR_CHLRE_Tsuboyama_2023_2AMI,CATR_CHLRE,cross_protein_histgb,mondrian_substitution,0.25,250,0.1794958759620575,0.6217922647269395,0.30866732112704476,mutation_descriptors_plus_fixed_esm_scores,cssf_16d6e5408850
2,0,DLG4_HUMAN_Faure_2021,DLG4_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.22823446866274824,0.7906278437639894,0.3020076420530866,mutation_descriptors_plus_fixed_esm_scores,cssf_784e4bfd3195
2,0,DLG4_RAT_McLaughlin_2012,DLG4_RAT,cross_protein_histgb,mondrian_substitution,0.25,250,0.246148181105937,0.8526828301636152,0.3020076420530866,mutation_descriptors_plus_fixed_esm_scores,cssf_784e4bfd3195
2,0,DOCK1_MOUSE_Tsuboyama_2023_2M0Y,DOCK1_MOUSE,cross_protein_histgb,mondrian_substitution,0.25,250,0.15379375733689765,0.5327574695676525,0.3020076420530866,mutation_descriptors_plus_fixed_esm_scores,cssf_784e4bfd3195
2,0,ENV_HV1BR_Haddox_2016,ENV_HV1BR,cross_protein_histgb,mondrian_substitution,0.25,250,0.2528957019392817,0.8760568475777951,0.3040488734036826,mutation_descriptors_plus_fixed_esm_scores,cssf_1bf288bd319a
2,0,EPHB2_HUMAN_Tsuboyama_2023_1F0M,EPHB2_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.14566488431602476,0.5045982133271653,0.30866732112704476,mutation_descriptors_plus_fixed_esm_scores,cssf_1a40a2a2ccdc
2,0,FKBP3_HUMAN_Tsuboyama_2023_2KFV,FKBP3_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.21941557142052248,0.760078215383408,0.30866732112704476,mutation_descriptors_plus_fixed_esm_scores,cssf_178ecc1910b6
2,0,GRB2_HUMAN_Faure_2021,GRB2_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.15636775031580424,0.541674047261526,0.3020076420530866,mutation_descriptors_plus_fixed_esm_scores,cssf_784e4bfd3195
2,0,HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,HSP82_YEAST,cross_protein_histgb,mondrian_substitution,0.25,250,0.23420611836992788,0.811314198577612,0.30866732112704476,mutation_descriptors_plus_fixed_esm_scores,cssf_4ba74830b6b6
2,0,HSP82_YEAST_Flynn_2019,HSP82_YEAST,cross_protein_histgb,mondrian_substitution,0.25,250,0.22250020295729042,0.7707637001270665,0.3040488734036826,mutation_descriptors_plus_fixed_esm_scores,cssf_4ba74830b6b6
2,0,HSP82_YEAST_Mishra_2016,HSP82_YEAST,cross_protein_histgb,mondrian_substitution,0.25,250,0.21928240844725344,0.759616925081985,0.30866732112704476,mutation_descriptors_plus_fixed_esm_scores,cssf_4ba74830b6b6
