model,mean_spearman,mean_top_recall,mean_selection_gain_sd,mean_best_variant_regret_sd
masked_marginal,0.10511836111313791,0.1064113393052867,0.07798662865145141,0.9676090455116648
wild_type_marginal,0.10323068054661122,0.10794573336925843,0.07209700521567494,0.7796532690215753
