comparator,risk_coverage_auc_improvement,ci_low,ci_high,probability_improvement_above_zero,bootstrap_repeats,bootstrap_unit
elastic_net,-0.00961172284127428,-0.029515183117962123,0.001738252303746314,0.1506,10000,"family, then protein, then assay"
