policy,coverage,retained_tasks,failure_rate,mean_selection_gain_sd,median_selection_gain_sd,mean_selection_regret_sd,median_selection_regret_sd,worst_quintile_mean_gain_sd,confidence_threshold
random,1.0,195,0.041025641025641026,0.5752683498302168,0.5844325023994721,0.19186537853626162,0.1320336050428894,0.16366318557340948,0.001837129491366274
oracle,0.1,20,0.0,1.1795394828966306,1.1486963650002489,0.0,0.0,1.0482362791561195,1.035455936860576
oracle,0.2,39,0.0,1.091887231324834,1.035455936860576,0.0,0.0,0.9781942834642023,0.9549603550027445
oracle,0.30000000000000004,59,0.0,1.034212355942853,0.9981953750924276,0.0,0.0,0.9085692485103256,0.8913249302395856
oracle,0.4,78,0.0,0.9930521758374823,0.9515995464797147,0.0,0.0,0.861173027219803,0.8404721877398792
oracle,0.5,98,0.0,0.9552330251760468,0.9192289009992508,0.0,0.0,0.8077383375964493,0.777592410544671
oracle,0.6,117,0.0,0.9223147088353723,0.8913249302395856,0.0,0.0,0.758860988845505,0.7197951371494805
oracle,0.7000000000000001,137,0.0,0.8842849062011582,0.8659918512614141,0.0,0.0,0.6833282743164062,0.6211784369340705
oracle,0.8,156,0.0,0.8468419735887971,0.8397538710628598,0.0,0.0,0.605594662205111,0.534264089099916
oracle,0.9,176,0.0,0.8078486341389787,0.8048895237521957,0.0,0.0,0.5330753485117232,0.4706351587669339
oracle,1.0,195,0.0,0.7671337283664783,0.777592410544671,0.0,0.0,0.44830074747720416,0.0616889877708458
msa_depth,0.1,20,0.0,0.692040024313335,0.6378100741618851,0.07081551004823937,0.031817965036036344,0.38026235534273095,50901.4
msa_depth,0.2,39,0.0,0.7237304331356261,0.7083458690663282,0.06988521775159502,0.04486568669695434,0.44655129900181667,34681.1
msa_depth,0.30000000000000004,59,0.0,0.7224228086205049,0.7384778976294535,0.06904997269283648,0.03441664225339647,0.4312654690328657,17050.6
msa_depth,0.4,78,0.0,0.7236848034997533,0.7244235602944624,0.07545335164827725,0.046153777477482505,0.4328450622812928,10460.9
msa_depth,0.5,98,0.0,0.7142639325908581,0.7147298876246762,0.07834110067276284,0.0469639979284151,0.3879215858401045,6544.3
msa_depth,0.6,117,0.0,0.7085744862223017,0.7060105500876361,0.07985374127836918,0.04744186825801067,0.3930816333069315,3472.5
msa_depth,0.7000000000000001,137,0.0,0.688653316567519,0.6841488918648975,0.08718642873051777,0.05312994385268377,0.36811163805162744,1584.2
msa_depth,0.8,156,0.0,0.6905109113562299,0.6858940740049424,0.08886905879383811,0.057741323259393906,0.37067841441814736,1017.9
msa_depth,0.9,176,0.0,0.6858739489347435,0.6816078305155701,0.09304623108603606,0.06194054386565212,0.3657750002026279,170.2
msa_depth,1.0,195,0.005128205128205128,0.6666604708213365,0.6694302198974791,0.10047325754514189,0.06509630293768454,0.3314431603194366,2.2
score_dispersion,0.1,20,0.0,0.7955536449509124,0.7678274057839228,0.1063421741540922,0.09497714188950002,0.6345432116574766,0.95789724532087
score_dispersion,0.2,39,0.0,0.7321348020752846,0.7421819461726576,0.11416997161075432,0.08891397374996901,0.4474941550377909,0.9457520633354062
score_dispersion,0.30000000000000004,59,0.0,0.690644905012754,0.7053564341863875,0.09953277207469252,0.077974454792757,0.3880446547842537,0.938625735568391
score_dispersion,0.4,78,0.0,0.6726754400613307,0.6649999906002135,0.1007416011201528,0.07493732049797841,0.38502797382306286,0.9327257801182371
score_dispersion,0.5,98,0.0,0.6854792028673602,0.6730384279646114,0.09152232436931253,0.06471177506354228,0.37648824186158714,0.924439229383404
score_dispersion,0.6,117,0.0,0.6840902632934911,0.6694302198974791,0.08644403774799032,0.06004782339432521,0.37315334634001984,0.9137880129627296
score_dispersion,0.7000000000000001,137,0.0072992700729927005,0.6844733123190966,0.6790667691662426,0.09821291234618539,0.06139832079496066,0.3573973970620328,0.9037817039960628
score_dispersion,0.8,156,0.00641025641025641,0.6629589732961839,0.6647196848070343,0.09651367607372754,0.060723072094642935,0.32041714635676927,0.8816597449840684
score_dispersion,0.9,176,0.005681818181818182,0.6618975658419117,0.6647196848070343,0.09949497678916895,0.0634050070628718,0.32622847957913487,0.8302734476089976
score_dispersion,1.0,195,0.005128205128205128,0.6666604708213365,0.6694302198974791,0.10047325754514189,0.06509630293768454,0.3314431603194366,0.7512132090958348
ensemble_agreement,0.1,20,0.0,0.768583952693228,0.7678274057839228,0.10172962182707954,0.08760270454020347,0.6015275381518055,0.9423971927924896
ensemble_agreement,0.2,39,0.0,0.7627279881969684,0.7676745505314736,0.09374906534568843,0.07897198313563847,0.551577756885193,0.9297205060897636
ensemble_agreement,0.30000000000000004,59,0.0,0.7552596772921649,0.7676745505314736,0.08335238100371846,0.06509630293768454,0.5074154471731522,0.920270504439413
ensemble_agreement,0.4,78,0.0,0.7146823523803078,0.7231657980704669,0.08948795264729029,0.06581863892263037,0.40652861256669315,0.9136051000729708
ensemble_agreement,0.5,98,0.0,0.6927615548795065,0.7008958867846395,0.08779794227702419,0.06581863892263037,0.37429736047272144,0.9066474961870794
ensemble_agreement,0.6,117,0.0,0.682870633309508,0.6841488918648975,0.08710099785089635,0.06509630293768454,0.36849931565464694,0.8983902728494366
ensemble_agreement,0.7000000000000001,137,0.0,0.6672803864154655,0.6694302198974791,0.09020752091341046,0.06654097490757621,0.3424395969120284,0.8845020974223251
ensemble_agreement,0.8,156,0.0,0.6658113004465717,0.6678766970448142,0.09055340303526574,0.06471177506354228,0.3428106647234092,0.866835427079538
ensemble_agreement,0.9,176,0.0,0.6636357017799873,0.6647196848070343,0.09012897719926079,0.060723072094642935,0.3443719128901108,0.8324567931050273
ensemble_agreement,1.0,195,0.005128205128205128,0.6666604708213365,0.6694302198974791,0.10047325754514189,0.06509630293768454,0.3314431603194366,0.7007535264363016
