fold,estimator,fit_rows,calibration_rows,test_rows,fit_groups,calibration_groups,calibration_tasks,test_groups,conformal_quantile,decision_shrinkage,override_margin,priority_weights,policy_inner_audit,median_predicted_error_scale,error_scale_floor,parameters
0,histgb,1230,330,390,86,22,33,24,1.6076615520083624,1.0,0.05,"{""decision_score"": 0.25, ""log_msa_neff"": 1.0, ""log_protein_length"": 0.5}","{""best_mean_regret"": 0.09257576697315628, ""best_regret_coverage_auc"": 0.07670024575457336, ""candidate_count"": 12, ""selected_policy"": {""baseline_model"": ""vespag"", ""decision_mean"": 0.650148921823327, ""decision_shrinkage"": 1.0, ""decision_std"": 0.1311178317399936, ""log_msa_neff_mean"": 8.751551936730651, ""log_msa_neff_std"": 2.130744530887402, ""log_protein_length_mean"": 5.279513246605223, ""log_protein_length_std"": 1.0118899094991043, ""override_margin"": 0.05}}",0.19106569207801777,0.008448674463274193,"{""l2_regularization"": 2.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 20}"
1,histgb,1260,300,390,84,21,30,27,2.3516939209794616,0.75,0.05,"{""decision_score"": 0.25, ""log_msa_neff"": 1.0, ""log_protein_length"": 0.5}","{""best_mean_regret"": 0.08288231664144824, ""best_regret_coverage_auc"": 0.06630451591141132, ""candidate_count"": 12, ""selected_policy"": {""baseline_model"": ""vespag"", ""decision_mean"": 0.638445519841322, ""decision_shrinkage"": 0.75, ""decision_std"": 0.08593073850041036, ""log_msa_neff_mean"": 8.370671729935179, ""log_msa_neff_std"": 1.9581876761846388, ""log_protein_length_mean"": 5.366546964789988, ""log_protein_length_std"": 1.113705697958128, ""override_margin"": 0.05}}",0.15524221734237068,0.00781399545666389,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 500, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}"
2,histgb,1170,390,390,84,21,39,27,2.660913305901633,0.75,0.05,"{""decision_score"": 0.25, ""log_msa_neff"": 1.0, ""log_protein_length"": 0.5}","{""best_mean_regret"": 0.09870353080590258, ""best_regret_coverage_auc"": 0.06537985907911732, ""candidate_count"": 12, ""selected_policy"": {""baseline_model"": ""vespag"", ""decision_mean"": 0.6323738649561929, ""decision_shrinkage"": 0.75, ""decision_std"": 0.09402857876222567, ""log_msa_neff_mean"": 8.629512184311935, ""log_msa_neff_std"": 2.1438248949406793, ""log_protein_length_mean"": 5.462375029116483, ""log_protein_length_std"": 1.1158422940735182, ""override_margin"": 0.05}}",0.16181093595499868,0.007700566136369934,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 250, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 10}"
3,histgb,1170,390,390,84,21,39,27,2.861215012809859,1.0,0.05,"{""decision_score"": 0.25, ""log_msa_neff"": 1.0, ""log_protein_length"": 0.5}","{""best_mean_regret"": 0.09968431409179486, ""best_regret_coverage_auc"": 0.08384083464997494, ""candidate_count"": 12, ""selected_policy"": {""baseline_model"": ""vespag"", ""decision_mean"": 0.6428762745158018, ""decision_shrinkage"": 1.0, ""decision_std"": 0.1280132552330025, ""log_msa_neff_mean"": 8.35280789932393, ""log_msa_neff_std"": 2.3166991517549054, ""log_protein_length_mean"": 5.268711359101482, ""log_protein_length_std"": 1.082953469767218, ""override_margin"": 0.05}}",0.167826509518609,0.007202006947894252,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 500, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}"
4,histgb,1280,280,390,84,21,28,27,2.1118538209263513,1.0,0.1,"{""decision_score"": 0.25, ""log_msa_neff"": 1.0, ""log_protein_length"": 0.5}","{""best_mean_regret"": 0.10591667035710398, ""best_regret_coverage_auc"": 0.08416537963393513, ""candidate_count"": 12, ""selected_policy"": {""baseline_model"": ""vespag"", ""decision_mean"": 0.6100398660908797, ""decision_shrinkage"": 1.0, ""decision_std"": 0.12080944668550452, ""log_msa_neff_mean"": 8.337686078296073, ""log_msa_neff_std"": 2.1031487991399778, ""log_protein_length_mean"": 5.464116885257633, ""log_protein_length_std"": 1.0916703137311736, ""override_margin"": 0.1}}",0.15119033113582286,0.0073718022514078765,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 500, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}"
