policy,coverage,retained_tasks,failure_rate,mean_selection_gain_sd,median_selection_gain_sd,mean_selection_regret_sd,median_selection_regret_sd,worst_quintile_mean_gain_sd,confidence_threshold
random,0.7000000000000001,137,0.13138686131386862,0.4520514195738591,0.4654783501310486,0.2833637544850371,0.18641319446130689,-0.01728715950993585,0.2787046592104756
random,0.8,156,0.11538461538461539,0.4486729743362395,0.46755664484689974,0.2745235464379108,0.18178255729742493,0.002390982835036616,0.1912824819416704
random,0.9,176,0.11363636363636363,0.4479790887410369,0.46755664484689974,0.2732408422009831,0.18178255729742493,-0.004844395826990289,0.08784027489568103
random,1.0,195,0.12307692307692308,0.44141719427345155,0.4654783501310486,0.2834246213370741,0.18269085631473125,-0.02534291278482313,0.0011174905859591133
oracle,0.1,20,0.0,1.0938811278478753,1.0597647326236914,0.0,0.0,0.9923994708879711,0.9880414036298832
oracle,0.2,39,0.0,1.0265963544377026,0.9880414036298832,0.0,0.0,0.9379167959199118,0.9248989218161008
oracle,0.30000000000000004,59,0.0,0.9811608922885656,0.9598815783343908,0.0,0.0,0.8799809520731877,0.8574742642053289
oracle,0.4,78,0.0,0.9456042120911972,0.9248423277155006,0.0,0.0,0.8313400417727241,0.8033023727187658
oracle,0.5,98,0.0,0.9094420171432154,0.8934679805042907,0.0,0.0,0.7684094568460856,0.7369799802837946
oracle,0.6,117,0.0,0.8755338641721678,0.8574742642053289,0.0,0.0,0.7088795992560954,0.6688871629303089
oracle,0.7000000000000001,137,0.0,0.8374163882460575,0.8418743582192292,0.0,0.0,0.6324839539374029,0.5708449261620712
oracle,0.8,156,0.0,0.8012275686136868,0.8021934954143253,0.0,0.0,0.5635638250835364,0.5181077084694466
oracle,0.9,176,0.0,0.7655251915011528,0.7741407853150275,0.0,0.0,0.5085573535995924,0.4601810234946104
oracle,1.0,195,0.0,0.7248418156105256,0.7369799802837946,0.0,0.0,0.41929880359787985,0.0561814921920976
msa_depth,0.1,20,0.0,0.6292551827477771,0.5632173325226668,0.09000104860158371,0.05615345376167136,0.3485284197963125,50901.4
msa_depth,0.2,39,0.0,0.6242084985899926,0.5680584320025812,0.13641784706554475,0.0774739828543195,0.37180857719908733,34681.1
msa_depth,0.30000000000000004,59,0.0,0.6348369628137863,0.6346781431518891,0.13154843316174394,0.09288247691443235,0.37991284521723623,17050.6
msa_depth,0.4,78,0.0,0.638627422095527,0.6093801472598237,0.1344176579029265,0.09846588165834785,0.38521206750512643,10460.9
msa_depth,0.5,98,0.0,0.6464737881281319,0.6298889398323778,0.12143679035586936,0.07782578854511601,0.37256515250993366,6544.3
msa_depth,0.6,117,0.0,0.6437202665703479,0.6422743921328842,0.11706062560425268,0.0774739828543195,0.37784207571086387,3472.5
msa_depth,0.7000000000000001,137,0.0,0.6216263656678258,0.6192756592942499,0.12140813429958938,0.08151275484534865,0.34007874705514746,1584.2
msa_depth,0.8,156,0.0,0.6209135487920782,0.6035099326936525,0.11985112891845087,0.09087996456513958,0.34132419748622433,1017.9
msa_depth,0.9,176,0.0,0.6168193174081492,0.608528218182956,0.12240393168014098,0.08910158606295454,0.3351756108954871,170.2
msa_depth,1.0,195,0.0,0.6045666461323685,0.5944204498614022,0.12027516947815695,0.08151275484534865,0.31994486745358447,2.2
score_dispersion,0.1,20,0.0,0.5237195135849583,0.489588208710632,0.08017989164100763,0.07679578021929345,0.19683146328009177,0.1188561927778529
score_dispersion,0.2,39,0.0,0.5592038159284338,0.5166365316718061,0.06311022098179826,0.04736645334380252,0.24332144243729506,0.108339894953951
score_dispersion,0.30000000000000004,59,0.0,0.565993372887319,0.5250501590071296,0.06994896680936477,0.04736645334380252,0.2864930049528547,0.095210255956002
score_dispersion,0.4,78,0.0,0.5930146060475997,0.5732586558984739,0.07625350308562662,0.045215169033932384,0.3223014902956063,0.0850253965512726
score_dispersion,0.5,98,0.0,0.5991360799785759,0.589204375056015,0.08522037103616381,0.05363987856257102,0.29398311485369294,0.0773428062968299
score_dispersion,0.6,117,0.0,0.5938231902432531,0.5926079858134138,0.09624475364477222,0.07303740113333446,0.2964041223355041,0.0721118343676121
score_dispersion,0.7000000000000001,137,0.0,0.5899542167930025,0.5858007642986163,0.10402691755411445,0.0774739828543195,0.2969077351940491,0.0643892911898908
score_dispersion,0.8,156,0.0,0.6000988199757319,0.593514217837408,0.10887795050378052,0.07840770351100837,0.3125385448733278,0.0578563610622996
score_dispersion,0.9,176,0.0,0.6025860474765146,0.5981614705027819,0.11783540555439781,0.0815017317850491,0.3145551088915774,0.0478209440634317
score_dispersion,1.0,195,0.0,0.6045666461323685,0.5944204498614022,0.12027516947815695,0.08151275484534865,0.31994486745358447,0.0129904310429433
ensemble_agreement,0.1,20,0.0,0.712845482657783,0.7505500578871018,0.10870349560986066,0.10484013854723762,0.3946534489326492,0.9236110340578276
ensemble_agreement,0.2,39,0.0,0.6726527764904944,0.6842534496044572,0.09146991838933784,0.08365311719250534,0.3977502927243477,0.8954234600123241
ensemble_agreement,0.30000000000000004,59,0.0,0.6714894390282291,0.6842534496044572,0.08984303030659714,0.07420664706586855,0.38694572691090673,0.878834006371662
ensemble_agreement,0.4,78,0.0,0.6378736675745978,0.6341590484120521,0.09089683963604868,0.07422613306511797,0.35619593801072114,0.8677656474244051
ensemble_agreement,0.5,98,0.0,0.6464968387229202,0.654758975356504,0.09463216224574102,0.07049058982802342,0.37352233270920526,0.8502008135436282
ensemble_agreement,0.6,117,0.0,0.6423658121238066,0.6422743921328842,0.09488767384411828,0.07788512587610108,0.3685954080075149,0.8392227087627823
ensemble_agreement,0.7000000000000001,137,0.0,0.6271795561935987,0.6199756830413491,0.09899277340857678,0.07817759423591253,0.3489768945839576,0.8168682670952723
ensemble_agreement,0.8,156,0.0,0.6194896123094725,0.6194137323549562,0.10161977786125771,0.0790267880619239,0.3428033541089383,0.771261843278782
ensemble_agreement,0.9,176,0.0,0.614034004265872,0.6086069383979524,0.11352900983792842,0.08140693881352008,0.3329261209747238,0.6677219823768462
ensemble_agreement,1.0,195,0.0,0.6045666461323685,0.5944204498614022,0.12027516947815695,0.08151275484534865,0.31994486745358447,0.5512837694420035
