fold,estimator,fit_rows,calibration_rows,test_rows,fit_groups,calibration_groups,calibration_tasks,test_groups,conformal_quantile,decision_shrinkage,override_margin,priority_weights,policy_inner_audit,median_predicted_error_scale,error_scale_floor,parameters
0,elastic_net,1230,330,390,86,22,33,24,2.421048928642776,1.0,0.0,"{""decision_score"": 0.25, ""log_msa_neff"": 1.0, ""log_protein_length"": 0.5}","{""candidate_count"": 1}",0.21322685033685773,0.009297501625931574,{}
1,elastic_net,1260,300,390,84,21,30,27,3.50318848357353,1.0,0.0,"{""decision_score"": 0.25, ""log_msa_neff"": 1.0, ""log_protein_length"": 0.5}","{""candidate_count"": 1}",0.19725379309374003,0.008587921515080555,{}
2,elastic_net,1170,390,390,84,21,39,27,2.1930870541142573,1.0,0.0,"{""decision_score"": 0.25, ""log_msa_neff"": 1.0, ""log_protein_length"": 0.5}","{""candidate_count"": 1}",0.20184192980477839,0.008695172142560199,{}
3,elastic_net,1170,390,390,84,21,39,27,2.1534431929711113,1.0,0.0,"{""decision_score"": 0.25, ""log_msa_neff"": 1.0, ""log_protein_length"": 0.5}","{""candidate_count"": 1}",0.176633602590914,0.008811628971263611,{}
4,elastic_net,1280,280,390,84,21,28,27,1.601087199289473,1.0,0.0,"{""decision_score"": 0.25, ""log_msa_neff"": 1.0, ""log_protein_length"": 0.5}","{""candidate_count"": 1}",0.17632371924914164,0.009057507779054834,{}
